log_likelihood,log_weights,log_evidence,log_evidence_err,omega_b,omega_cdm,n_s,sigma8_m,logM_1,sigma,alpha,kappa,s,B_cen,B_sat,logM_cut
-1557.3278004064136,-1564.2855057519612,-1564.2855057519598,0.0,0.022069679192347882,0.11342117187477424,1.0195146946845255,0.9304975629692525,13.673468230431748,-0.835000040784009,1.1110770432704409,1.0573708549314287,-0.5721722453700084,0.8774802440883012,0.19937088150167304,13.292237080181048
-1492.4713363550923,-1499.431039703304,-1499.431039703304,0.0,0.02397260277415598,0.12464493404157562,0.9936857312863134,0.8559396116043521,13.359722471269405,-2.0132233448933077,1.4629557991185957,1.2893032353522693,-0.6071750366786623,0.8942100708999641,-0.8113454370197859,13.01025487908266
-1486.8664830260252,-1493.8245111711396,-1493.820844102335,0.0,0.021398115094858873,0.11527692161394427,0.9432128615700318,0.9164303357038058,13.776707766312475,-1.9846061091915959,1.4747743446388522,1.104911131084263,-0.19035162317587928,-0.81107763300142,-0.8325450500528404,13.07644636007035
-1480.1305737710347,-1487.0930863341127,-1487.0918898358195,0.0,0.02124714272499994,0.13106013527293203,1.0091612200124898,0.7468578107730613,13.259302447066336,-1.8392400260247461,1.134774129670867,0.4292734905183788,-0.5968527492273399,0.282477789475722,-0.2057540564090221,13.242134351542722
-1458.1093890527736,-1465.0750864087001,-1465.075086408426,0.0,0.02142683777364944,0.13765938947504355,0.9672603887500211,0.934324720468354,14.023745979383898,-1.6850055821421712,0.9229831667833907,0.43196876783705535,-0.7019664696654742,-0.9090606417663543,0.8222605306726343,13.178761386110061
-1418.4071335664285,-1425.3748289252908,-1425.3748289252908,0.0,0.02309905305620961,0.1379613701314527,0.9770504570652979,0.8923776321410157,14.08437181408366,-2.986222166513813,1.27482064330459,0.9443009684765212,-0.001106927341615771,0.6598309524798467,-0.42313287132640665,13.205012442951357
-1356.309539935484,-1363.2792332970091,-1363.2792332970091,0.0,0.021672331032388106,0.1180571299815547,0.9964838434380788,0.8065413412678155,13.62299413246383,-1.3858563454207715,1.2052329854700607,0.24224411597051432,-0.6522552299338991,0.19872916587825573,0.0024517697916413006,13.27339443665278
-1331.7422667541339,-1338.7139581183,-1338.7139581182787,0.0,0.022612574247420768,0.13410115955624155,1.0187014404045287,0.8212273436858659,13.25852941225189,-1.1801311928238492,1.1564221971311814,0.22101827695770176,0.7043355812002892,-0.8584597439180741,-0.018141693479920784,13.291349617584043
-1329.6666857134028,-1336.522162363336,-1336.4162576372723,0.0,0.020791849749470646,0.12350098551189544,0.9677209974769057,0.8869890700316142,13.496861579081488,-2.7222144756353917,1.2812953924667712,0.5630893520732474,-0.6682091035500579,-0.3367731062755004,0.5099527452934947,12.953080857104991
-1327.8850589168396,-1334.7051417806965,-1334.5390647167153,0.0,0.022556862754100234,0.1242247436244095,0.9671608833013431,0.9050925743097187,13.555116051411295,-1.5695937894760026,1.1819097177612368,0.22841758155718495,-0.7682986979425206,-0.9983307320355552,0.7216591809612105,13.08456294314496
-1300.9127211510392,-1307.8904065232132,-1307.8904065232105,0.0,0.021375632050202358,0.12498016218286315,0.9862991349187467,0.926218003551443,13.274154828886887,-0.18450110212945958,1.473629611784291,0.5058544189299462,-0.3850056499611101,-0.9134942172170091,-0.30969749743843145,13.228461439842158
-1285.068467892648,-1292.0481511359856,-1292.0481510042218,0.0,0.022576220073720916,0.1141949857617288,0.9820258741662701,0.9156919810811859,13.426320674517983,-2.557009053380137,1.1210686063479272,1.2952712179544887,-0.9706458205106447,0.4793177910885449,0.2987774956706115,12.998865824034379
-1255.825063005428,-1262.8067443829289,-1262.8067443829286,0.0,0.02229284046995206,0.1304042544493157,0.9904229335271955,0.8102364186232338,13.845525632937889,-1.9442740153846443,1.4031980040059824,0.7105415393246379,-0.18954340219778354,-0.055005691267504764,0.5463773775516307,13.160169573548098
-1212.3941701285853,-1219.377849508749,-1219.377849508749,0.0,0.02290712151945009,0.13533367846242783,0.946155874754851,0.9296419574647798,14.237391181513072,-2.8397458866923753,0.8687723723100632,0.06957887024716841,-0.4503612445890328,-0.04418702480477177,-0.2291978064538669,13.14829719717136
-1187.8627397127918,-1194.848417095596,-1194.8484170955737,0.0,0.021401002457885777,0.12872926389826417,1.0019764785845535,0.8564090247019992,13.920271370465418,-2.6953675875529695,1.4969879436729057,1.0109009238527467,0.04421763561947589,0.2913686755759719,-0.4735933238543282,13.12724544084581
-1152.820088419094,-1159.807763804583,-1159.807763804583,0.0,0.02279084929276304,0.13729669370644254,0.964832889754798,0.8913024747166816,14.074904522830877,-2.1563717177301167,0.7116381862094093,0.6085949732692197,0.48701620833847326,0.06342190081761534,-0.9330529641035874,13.2235699630907
-1147.0040829898787,-1153.9907813247319,-1153.9878091724781,0.0,0.024023918441529533,0.10616518906987821,1.0033397626250424,0.93361496076129,14.159776529576545,-2.2456463060267784,0.7742925482488304,0.6032546454112595,-0.8501599514232636,0.21984325038017527,0.8276976817378472,13.27684073575736
-1124.4805653299848,-1131.4722367206339,-1131.4722367204672,0.0,0.02322644673782598,0.13142004603586782,0.9316019162147332,0.7392733338271216,13.985402355153361,-2.4105233599052562,1.4275652265281313,0.933208670858162,-0.24442446269717877,-0.3903734150674538,-0.44035672208673104,13.271439862604412
-1089.904749727581,-1096.8984191210582,-1096.8984191210582,0.0,0.02151989506106844,0.11507112823878517,0.9986307792450074,0.8148736241378006,13.363911756531131,-1.2738995891960516,1.3816813441779061,0.5213145650735336,-0.41294663780609353,-0.012050136849512283,-0.8711546193264563,13.113640837324622
-1025.857373878372,-1032.8530412745117,-1032.8530412745117,0.0,0.021671719945354252,0.13935706627663286,0.9661710908678717,0.8885132918317667,13.276804603763921,-2.865820902767926,1.4025129233184321,0.7304361672393959,0.8014838428341424,0.11414867989045563,-0.5524483944216565,12.745927388204658
-1010.8155068924677,-1017.8131719979107,-1017.8131717039646,0.0,0.022678997548154237,0.13150530569378094,0.9064853773474527,0.9040648265645397,13.269280510321419,-0.872091715017902,0.958420295156836,1.4939327201040877,-0.5325721485566055,-0.8535205068988594,0.36292154390388975,12.946151652846673
-1010.357067595044,-1016.8667595203098,-1016.5388012308774,0.0,0.021629433932114566,0.11396549169006646,0.9541813377537605,0.7636943727676406,14.140787050893257,-0.026702191069414294,1.1427114145171449,1.1828631433329444,-0.7105075014514366,0.3803104049282786,0.12335245311133791,12.547068793290563
-1003.2612255327764,-1010.2620587371558,-1010.2601809880717,0.0,0.024081914014783105,0.13323824767967635,0.9518672470247873,0.6903302029261235,13.222906428397186,-2.66333560054427,1.3372607111026964,1.3462737583373687,0.8916502338373233,-0.794752922522483,0.6639062704053886,13.21947536206371
-952.376015648556,-959.3796750553464,-959.3796750553464,0.0,0.022802566178865707,0.117411274900119,1.014232119727227,0.8649342195879353,13.410399714725552,-1.6176806907009473,1.161912061073133,0.13109389082251516,0.18259964936308215,0.4090408198289408,0.708129317862725,13.19110302121862
-946.1047031123036,-953.1084725584876,-953.1065843876528,0.0,0.02334524627635432,0.11775636844767803,0.9243438528318974,0.7953339747132337,13.385422918430576,-1.4129354485382768,0.8981814269011275,1.4295671390225941,-0.8401468901018059,0.623317379655385,-0.2701560265307683,13.210931570298705
-941.0592298771077,-948.0604675145069,-948.0540538559706,0.0,0.023463256466235597,0.11613659958752179,0.934417807922151,0.8397925587759224,14.307721784916628,-0.014627508100156117,1.0470707922154197,0.6838911425258112,-0.4397748044720846,0.22386382083454803,0.22226056156611684,12.608599460367685
-936.3668201834969,-943.3673507624663,-943.3581759562308,0.0,0.02402010422124942,0.11602085978327431,0.934751661356612,0.7451626777332923,14.267900486576302,-0.21921478100080227,1.223606338173342,0.8277837474236425,0.8851463635341994,0.7939891092905376,0.10947264580795335,12.415626018142547
-932.9896166606899,-939.9676952062422,-939.9345578870144,0.0,0.02357552243220215,0.10324636185467342,1.0191997753689817,0.9348437767508457,13.841215620948104,-0.008371360260971628,1.2889096560025703,0.20209587330832735,0.9785141959609667,0.4618940644688374,-0.529343628030372,12.451120446186982
-928.7028180954644,-935.7028123027795,-935.6883897986186,0.0,0.02368623855255017,0.12054523571356084,0.922125382882342,0.8438852203515629,14.114651325947912,-0.03768407289883857,0.952954264651507,0.18351859976700519,-0.6202403302047139,0.15008938699564478,-0.279824595469063,12.410463488289166
-920.0344070268984,-927.049882532368,-927.0497053969129,0.0,0.02419441013504087,0.11236526871487128,0.9902831966326222,0.686247407400759,13.688740070788468,-0.12355631714668469,1.248782669912294,1.1292773834953114,-0.513848217708216,0.6316796322518301,0.3086007667942279,12.629400192351593
-918.4689820705802,-925.2968346036344,-925.1370349467032,0.0,0.021030105764281163,0.10467515790822986,0.9033470736512638,0.713097768932758,13.988513141802333,-0.09104275626203773,1.191255411521552,0.6118795480045457,-0.9407885753829133,0.4474648660467042,0.132490214930165,12.714877827603361
-917.2913498966785,-924.0424885799365,-923.7537884761106,0.0,0.02308784311723179,0.12974991695407817,0.9768048917726997,0.8025948953631499,13.979184705251095,-1.6514441258546992,1.406681572086144,0.7371200014283714,-0.1641967245183138,-0.06601016413502703,-0.09444893706149693,13.162356110889254
-912.7225816996788,-919.7339058109436,-919.7161100278057,0.0,0.02313040855888156,0.11071396331920581,0.9991943689480036,0.8463570103174368,14.269387538286042,-0.06524080206815563,1.4051827902919476,0.07388365366718136,0.5406229075766513,-0.3032790858166903,0.968093316770485,12.575398855426675
-911.8914121396533,-918.5535107676262,-918.2814457032079,0.0,0.023845759577892325,0.12364437276098111,1.023392927839158,0.7535059088432257,14.304465334397214,-0.0953019208765955,0.8102494164370867,1.3099086175111594,-0.8195312865912965,0.5026440274164605,-0.6695189609484162,12.602888463776148
-910.4529111458862,-917.2656305889727,-916.9565977126714,0.0,0.024047350678864057,0.11448458064374452,0.9043222813853243,0.6920059728575262,13.450056161380914,-2.250822596068911,1.3806765000903152,1.2660892603847065,-0.5527779350259001,0.5680548420013003,0.7912968510150891,13.254542349951706
-890.3552186755999,-897.3828541124731,-897.3828541093164,0.0,0.023612425077967618,0.1332288495782507,0.967464593728285,0.8776783739517265,13.240691675719994,-0.9634022728856206,0.8682944014317183,1.1232590653215186,-0.8500073234073255,-0.1391162587536765,-0.6440554824903222,12.945480836179973
-858.1413959341919,-865.1710293755971,-865.1710293755971,0.0,0.023283513089318707,0.11904555078628426,0.9105734508335247,0.8537655134734987,14.37730615650589,-0.03819912728680919,1.166197165815645,1.0010976264645044,0.9876975029729074,-0.38200830483384984,0.6711629463677053,12.67710376375273
-851.9026649894057,-858.9323460052279,-858.9303954842801,0.0,0.02337651422881205,0.13302860292960134,0.9280193183647261,0.817699218627377,13.248273492141909,-0.9137981884924677,0.7206902671057059,1.3229141317890412,0.7867289507982824,0.04910072973275348,0.8025950007082523,13.243635114562927
-835.6542325909471,-842.6878619498976,-842.6878618615983,0.0,0.021170478443183666,0.10542518882270947,1.0135422495202193,0.8976167823461527,13.25114572553718,-1.670342595535482,1.3587825996139908,0.20760370914861137,0.27759353277120313,0.7341745368322619,-0.8338740157797928,13.067954796381748
-825.2485810392714,-832.284178228145,-832.2841479080175,0.0,0.020809413870005202,0.1347904090400991,0.972522212415379,0.8258315949207861,14.04743539190685,-2.008809351737305,1.462936739164168,0.5018332821301006,-0.23683452591040477,0.11238787933733896,0.039098762801270226,13.079005277647497
-824.288782255884,-831.0021743921989,-830.7572778575295,0.0,0.021007771291775543,0.12727586847802608,1.0011344647306328,0.8393734783952942,13.41752264517171,-1.4148346998391412,0.7608728872072037,0.6688600315803901,0.28154135646444045,0.39978536167904544,-0.1623050753831674,13.273155919624907
-819.3638831839096,-826.3962694311764,-826.3835847153499,0.0,0.022298358148626272,0.11594662197791476,0.9346651822780988,0.8906738656047648,14.274307928060798,-0.017047003299512475,0.7637006671244081,1.391474820891033,-0.4553796539028412,-0.9055148141147717,0.826877778153813,12.716002308411966
-817.7012282777146,-824.5692033251003,-824.4182531849647,0.0,0.024052077673986635,0.136657024074517,0.9617610188855916,0.9286162719897144,13.584710360483413,-1.4447689865966886,1.0169766106160767,0.5382924353861689,0.6698572162015068,0.2313765218822701,0.5030613506690014,13.061958324285538
-811.3349640420661,-818.3768664097458,-818.374490974811,0.0,0.020920761268990177,0.11733834300108067,1.003984003239133,0.9124611019234515,13.562605353316426,-1.9903055757149732,1.285684425864865,1.0121559164342473,-0.46063385293012127,0.8368009334699489,0.10698023557088021,12.959050260140533
-804.5332084255203,-811.5777146843415,-811.5765979367073,0.0,0.024112271337543113,0.12930175831046636,1.023588805480616,0.7832018815572976,14.141727470556868,-0.20307754334959238,0.9803850463644577,1.3024672981506302,-0.6478880156636528,0.7334642755713547,-0.4606155570580077,12.4479569202841
-803.8717220983946,-810.5032070703127,-810.2091597557492,0.0,0.023624625945045594,0.11974315263069447,1.0046078800277343,0.9112301381086714,13.96315316492097,-2.9580593509306112,1.3522861418022363,1.2240592264147612,0.37822867061617704,-0.25302122745371625,0.3032348024477354,13.116728180138123
-801.5906825946224,-808.5430078974987,-808.3699181037507,0.0,0.020901896682171975,0.12671783780132775,1.0000393547673896,0.8188260449601534,13.790425782201787,-0.08516816288554141,1.3434847327857957,1.156061762939054,0.4963595699152854,0.9927938203778703,-0.9259852826490624,12.425719522345386
-799.290272111457,-806.2463755150185,-806.1333976429154,0.0,0.02087279504360517,0.12865392212076232,0.9402638743193877,0.7896817828471353,14.291385584399062,-1.4178591130264486,1.2844225845914268,0.5914667326011893,0.36749008711271136,-0.26463985124807476,-0.958575725475487,13.218113761984212
-788.5137941030721,-795.5673826916192,-795.5673569146167,0.0,0.023602657946573326,0.13208461525401557,1.0197185929463382,0.6949919983376489,14.099459806413929,-2.2403751466645336,1.4727135346585407,0.8772521463522067,-0.9628345481389837,0.6315001239891744,-0.09534139118877594,13.251025888621584
-781.7511282422143,-788.805580243107,-788.8044237406808,0.0,0.021208386107750284,0.13741763339799123,0.9416508581404188,0.8754944510935282,13.2862256348983,-1.2694712614481811,0.9948440841328965,0.26995678527853645,-0.9750210255045448,-0.343938928342004,0.9189589944791181,12.840997912030968
-778.5712539277846,-785.5881101677138,-785.548790784918,0.0,0.023285717948485496,0.10845247314089902,0.9608347246063504,0.6974490235451609,14.267716389384136,-0.21566346523421842,1.2572873259358053,0.49046142170726276,-0.8323375688552412,-0.38121078206030945,0.7979554933482136,12.65981184980882
-776.0684647457513,-783.0493898026045,-782.9704546153409,0.0,0.02383019742310896,0.1117126712003495,0.9205128204077574,0.8682369238831922,14.173241282284625,-0.13814060162851716,1.0639355272505093,0.5393518105457595,-0.8017762159309496,0.5981727791756164,0.6718942638367817,12.596676906581555
-767.1251859228139,-774.1866568032674,-774.186503619828,0.0,0.023640887511481655,0.12923149877013698,0.9123177655479942,0.8081898202114481,14.365322468801152,-2.432776628351087,1.070942946288828,0.5962939446718831,-0.37764231317408914,0.17377884264421528,-0.8012101279672146,13.177119972912639
-758.638332112284,-765.7017254593409,-765.7015188914534,0.0,0.021309350100851762,0.12809013365619942,0.9912107143757573,0.927256467732029,14.195976547414297,-2.064776344440884,0.8152042249294404,0.6991298308974765,0.9516027781152228,0.07567063643747951,-0.12250823513651898,13.15931524048341
-749.5642551759954,-756.6297380735199,-756.6296232183075,0.0,0.024061876506143026,0.11300788182568597,0.9115829513167244,0.8596636879954351,14.258143276645669,-0.25397120615972746,0.8575995178715017,0.3854147112626096,-0.6315425840569275,0.45090988732550485,-0.030040676224603935,12.411257900409746
-748.6212012274342,-755.3598983078026,-755.1123284144792,0.0,0.024137780307808387,0.12500480215481247,0.9380634575848662,0.7614510328320355,14.00362760462289,-0.039010852779878036,0.8348999134361968,1.1667456139932,-0.9639007634058137,-0.988579998308978,0.12808745503838015,13.029134932687368
-741.7465537443019,-748.8151141108635,-748.8132743769161,1.2960799342093984e-161,0.023034558274674957,0.13747555118519675,0.9811960614755574,0.7563776305800041,13.3428338972805,-1.6425698445507808,0.9563825148502935,0.7481454364684714,0.14141227484139796,0.9687219549047241,0.9659391848191825,13.294402740088557
-741.152655028663,-747.7845923630198,-747.478963943186,2.5245686426302772e-161,0.021314503799295302,0.12753232876559048,1.0014796925025256,0.9033643452648981,14.226801964476227,-1.3651971667110132,0.8271948802204918,0.36168858406982746,-0.9366673982778058,-0.2953673808521591,0.9817727452009231,13.085491143369945
-734.3867758182862,-741.4592135479953,-741.4567862202125,5.10799439671543e-160,0.024249397938741337,0.11602742883915976,0.9162889999420649,0.8484453193087759,13.527659177404852,-1.0123165742038793,1.3521024144586766,1.1962069333222656,-0.2044073979724772,0.7048371658256631,0.5337179777873853,13.000424810645299
-726.1298037724206,-733.205131865331,-733.2048710726401,3.145162371764157e-158,0.020883748485710025,0.11026574919322064,0.9995025610344922,0.8055433013519945,13.25869423808181,-0.9802959281254853,1.1290765120551123,0.33578843303289585,-0.10861272066568617,0.657740245557138,0.32691214446668027,13.232895575372833
-725.877604339567,-732.3802127931025,-732.0166919952426,5.696684396956908e-158,0.023243911564015195,0.116975971891625,1.0017859666789328,0.8815026896378861,13.525336866325517,-1.8522221848063882,1.3401404207207406,0.3597652767074882,-0.648811618909896,-0.2558922853697805,-0.17403958044908396,12.894873226222531
-709.2497761899164,-716.3293596378227,-716.3293594839796,1.4353273198474793e-154,0.021705430569565688,0.1333655081984658,0.9714530593855468,0.8432628338382562,14.323934725832533,-0.7461736680395306,0.9133011648956688,0.910338625283551,0.34772021842312206,0.3555925828169748,0.1593839814597282,13.195572137906389
-708.605731362701,-715.2652109773132,-714.9688009694105,2.833317890300237e-154,0.02236610183767082,0.1107145921115572,0.9177285737958683,0.8637705164080716,14.39517300272466,-0.07127794301728407,1.2125455280770179,1.1963392284096226,0.796132004082853,-0.4572034020235658,0.518069152541222,13.01259775414863
-704.3761261699659,-711.4452524984881,-711.4161845073878,1.6687029060159873e-153,0.023569029302621284,0.138160410750137,0.968360547947277,0.7702498359925333,13.775842471663783,-2.9102036807243348,0.7744002853514669,0.9288033332560679,-0.6972163477411317,0.8233110243399084,0.7223045618046622,13.215562229577346
-702.7130087836108,-709.6250135973265,-709.470778816407,4.409549012625385e-153,0.02354445085167154,0.1384821545685168,0.9879596145051942,0.7199718175689117,14.10715122309975,-0.27506012994647033,1.1213682155681406,1.4797848651427565,0.10975381260987604,0.14284109212491836,0.09624377839886611,12.402034039415357
-700.7089954128115,-707.6701204812052,-707.5172362298537,1.1694855493270054e-152,0.022991300672300027,0.10958663444605568,0.9538447103488218,0.9166051857820767,13.737824561325413,-0.9488224053810059,1.155117393119683,0.7578284669259148,-0.8593644299434808,0.9641665170546716,-0.29169335955028686,13.140811368358724
-698.7508595006132,-705.708421700514,-705.5566897213687,3.11250214533526e-152,0.021056665501033103,0.12196027783651439,0.9908647380843776,0.7341441526147363,13.291976363643013,-0.10749481563809837,0.9534733950118403,0.931751970454237,-0.26047369923368113,0.5688349534837405,-0.9852156757047204,12.582617106228742
-698.6763720673512,-705.1113467404326,-704.6162819548038,4.979681942147162e-152,0.02335253154631016,0.13847330738391428,1.0161293307060981,0.6911991479131381,13.58540324371013,-2.881376180931537,1.393423885646727,0.12454998021661001,0.9034872701878613,-0.9421667847919328,0.3765833707191306,13.298344551868961
-696.749712195347,-703.7073236812371,-703.3687509645679,9.282437987580213e-152,0.021144417011124118,0.13515453038657205,0.9229610776338051,0.8893904182023673,14.111112433859594,-0.0001003520667999247,1.2139411116796732,0.2582474248311815,-0.5113892927106778,-0.042601050698132026,0.1790829315598539,12.785621135212057
-689.0602529522233,-696.1553629606063,-696.1546265746795,3.400184411025543e-150,0.021759918222238037,0.11134167473095463,1.0243772380055993,0.8897380845296835,13.530576446458202,-2.208014331384306,1.0444752328861642,0.43134301664435387,-0.54258652318696,-0.9235187132627733,0.43993250608936174,13.154947353294325
-688.8892842855021,-695.375537626011,-694.9979071087834,6.062594429249318e-150,0.022404370334652094,0.13729938184213356,0.9611717680967309,0.7935254868170656,14.381175517337912,-1.4238828132899346,1.2545755483148735,1.3339755386324985,0.6837754120185557,0.034969085093678576,0.8087914866537325,13.123648398777364
-688.797340970394,-695.2486726573306,-694.4223027919253,8.08401848087244e-150,0.023280339821404247,0.11976214105378022,0.9388070393794442,0.7149636334665055,13.526889698537516,-0.20467654694836135,0.7165820135095005,0.4558391420964287,-0.8337157339464998,0.9536997782332468,0.8530976730055704,12.683796203369278
-686.535449869417,-693.5379325790421,-693.1922357506566,1.4936209419224038e-149,0.022969775662534754,0.11346667597305217,0.9074938697309284,0.8716005238055433,14.275402265756277,-0.29733686058595454,1.3344464818526907,1.15257409071879,-0.7871472222211695,0.6208981051454443,0.6671063654630585,12.421094259724477
-683.2396503765225,-690.3068409374977,-690.2525111533159,6.476960255758287e-149,0.021740128180194405,0.10857321748696842,1.005196099700909,0.8186506580602623,14.394001273238032,-2.270159450807948,1.0844479132586917,0.05899882648674709,0.13317274468058438,0.3764446551338476,-0.13611028615864762,13.284397362355454
