log_likelihood,log_weights,log_evidence,log_evidence_err,omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_1,logM_cut,alpha,sigma,kappa,B_cen,B_sat,s
-3466.729322097502,-3473.669045419087,-3473.669045419087,0.0,0.02143806142804995,0.1374691641390837,0.7532851036338484,1.0068479596945656,0.02614783174363649,1.8320566025783713,-1.1602139022274636,-0.4605787411719956,13.542981317411689,13.244806861115391,1.4333466760304758,-2.234066806002043,1.2314454888771176,-0.2601062496531028,-0.1700333152381912,0.1324021665836761
-3153.623804658639,-3160.565525982887,-3160.565525982887,0.0,0.020937667339177696,0.13905594125199797,0.7399393543794865,0.9918519833886172,0.013629769995427359,1.2283640625319987,-1.01396807981368,0.10694468417001424,14.25481598189762,12.759470606742877,1.4934243015079338,-0.92885910233122,0.47995015405289354,0.20549606089583516,0.929598601066127,0.672061992903205
-3105.619177706049,-3112.562897032959,-3112.562897032959,0.0,0.02283762324308799,0.10420027433002577,0.8091022859231533,0.9243506486963265,0.021917007503927707,2.8539710558757245,-1.141301855386456,0.34383911879799167,13.9087019800597,13.298886236644876,0.9342851152474649,-1.5776816510840357,0.11821525595901655,-0.5253479682157269,-0.6771593122894453,-0.8808709090367319
-3031.9064993262296,-3038.8522166558023,-3038.8522166558023,0.0,0.022938726074747368,0.10414133441088198,0.9373459237145163,1.0077893569245884,0.023538529155228402,2.5433060051704093,-0.7430902056553639,-0.14578686054565215,14.381819870416523,13.045375767565664,1.4986069337347634,-2.637620418036694,0.44553198493985824,0.18729464238517357,-0.11539533659605028,0.8198552045248411
-2911.922497883621,-2918.8702132158564,-2918.8702132158564,0.0,0.02155176148527558,0.13235661316346878,0.8774290530950234,0.9593093124605069,0.0023903381448160954,2.854273485855507,-0.9132360726203431,0.41326629910294066,13.21028664425624,13.219007772364225,1.236576967128551,-2.7393920988860803,0.8495027716803392,-0.85582183661873,0.8432557085924139,-0.13899020626248082
-2824.260051298356,-2831.209764633254,-2831.209764633254,0.0,0.024207064169168558,0.1102235424863953,0.8566297627134065,1.0191213908608028,-0.010214509443409039,2.5671221762338545,-0.8088728266556715,0.4866605229501858,13.349361445616818,12.595465463831413,1.290999660310808,-2.6642674479315755,1.4090994002930033,0.27101205468988,0.7504993605601502,0.09628233462803859
-2802.1482284916638,-2809.099939828975,-2809.099939828725,0.0,0.022742085112943504,0.10373680409521147,0.9117164207646677,0.9508055890394685,0.015456287891157362,2.753534992783475,-0.9943294999985111,-0.18357641182908674,13.228252197722588,13.147585168628058,1.4604069866723166,-1.0106540956401253,1.456188669921349,-0.7428506027312771,0.32465834863566356,-0.49574598016757054
-2685.576976316398,-2692.5306856566217,-2692.5306856566217,0.0,0.022802423433171706,0.13717133359076256,0.8991873652691114,1.0157245264957202,-0.02831368908009778,2.243723137773406,-0.8593186212265909,-0.010160379295213962,13.686921231984723,13.185960600906569,1.3916931095664882,-0.5568279612247036,0.19479294978500605,0.549467048666229,-0.6595838841230279,-0.7676603191519216
-2620.6896626465286,-2627.645369989415,-2627.645369989415,0.0,0.022080417780481865,0.11772881795383563,0.8757635085471052,0.903454447480533,-0.027508698349753058,2.7422068562060042,-0.9063244095916185,0.5784433978652422,14.134406173942585,13.177379915653725,1.0730781123671327,-1.747491677936447,0.9752860868756641,-0.25991315119430003,0.6481307549311053,0.8746732637805559
-2595.59871648951,-2602.5564218350464,-2602.5564218350337,0.0,0.021302089316009083,0.12390286611671253,0.9095280995610275,0.9298363187003197,-0.006554810167140629,2.6541409320615363,-0.7527188269955187,0.5558498797328947,13.329772066246747,13.028108181376215,1.064847438338923,-2.621243587064793,0.8783572096902938,-0.1848327980568527,0.34917758108628716,0.9550118706589483
-2368.4412836040246,-2375.400986952236,-2375.400986952236,0.0,0.022245256977799943,0.11740017377079184,0.8392804414531466,1.0240845657450857,-0.033995754214501246,1.2243961565181258,-0.8486854193474772,0.3654868919157457,13.926864510397149,13.280610417111747,1.3538912644724883,-1.21874117015191,0.6333432666127032,0.5798259988790051,0.2368850923312591,0.17568680744039522
-2322.6585488922588,-2329.620250243133,-2329.620250243133,0.0,0.021215826677959536,0.10999842348525651,0.8835692985119556,0.9599035784908598,0.03695287243676145,1.253182785438174,-1.2119216382144806,0.3860388107088598,13.69241675760343,13.252829467303211,1.384548579893219,-1.0877118192599509,1.1986186024563463,0.05228361319667063,0.9853165864860196,0.2260960427063532
-2211.0333337196157,-2217.9970330731526,-2217.9970330731526,0.0,0.02295414934019125,0.12477948773649085,0.8379767040993844,1.0055024416669973,-0.010992272239707248,1.740451486611116,-0.9635801969878508,0.04275114071793973,13.897071619505295,13.215651711087846,1.4032946486272004,-2.6735507996792567,1.210022410012791,0.09861202741715336,-0.34463025516601253,-0.5834306724659277
-2181.9325618375624,-2188.8982591937615,-2188.898259193761,0.0,0.02383846506934846,0.10329511635332678,0.6860056327189903,0.9293998652837022,-0.02633060855200149,2.810878528766915,-0.905752991375306,0.19166379301286407,13.370563742432568,12.771442147309413,1.1531934081356845,-1.7452350626406243,0.49099264176292057,-0.1965573155422058,0.007911012783490712,-0.3471379517213373
-2150.809479680659,-2157.7771750395214,-2157.7771750395214,0.0,0.020789128079362926,0.10977259440525795,0.76984429223816,0.9935729488676575,0.01392658150510305,2.8852066767362037,-0.9545725337851199,0.44795029148617516,13.727586631958246,12.526016274286533,0.8522524312986419,-0.9544799653251133,1.4584105865966237,0.9314045072721457,0.1451232455821727,-0.2910632146459897
-2061.879557697273,-2068.849251058798,-2068.849251058798,0.0,0.02385516644676938,0.12873100495882286,0.7424637188027675,0.9237304824060143,-0.028064546817146145,2.097763387257199,-0.8141915780255058,0.22447557274579355,13.525948528764669,13.289709534943759,1.428204795769482,-0.9785423115150271,1.0389185919253936,-0.3323926065800267,-0.7861856137727841,0.7422881802177039
-2051.553564978774,-2058.525223573355,-2058.5251907392862,0.0,0.0225365560452422,0.12846268635172103,0.9201438792681466,1.008999445202442,0.03292548251948745,1.5428418978670637,-0.9860926981133167,0.5248161420004812,13.359947826382912,13.253708194322428,0.9308278125169268,-1.7142277545347793,0.7091381278703404,-0.644378691352326,0.7813499916597055,0.5932889761037794
-1991.1878937158597,-1998.16158308271,-1998.16158308271,0.0,0.02240445853875153,0.13749134018847112,0.7884597641910609,0.9901489745113365,0.01897968813862623,1.703269558355333,-0.7655459567623903,0.581195498139717,13.471060073006521,12.965970021570001,1.3417226946735448,-1.4674309447803238,1.1686554245949152,-0.2556508117411156,-0.7899619767704231,0.8318995994511931
-1975.5957382201777,-1982.5714254204859,-1982.5714252509426,0.0,0.021639096158510434,0.10770416832155354,0.8888994440457774,1.0214658439824023,-0.03576920280134418,2.834635197936639,-0.7565849477553759,-0.2413849161920103,14.158501237614358,13.12712929743044,1.3981234347878762,-1.9226855990201863,0.3419431205826545,-0.5018591123165206,-0.3817098680984081,-0.24460687663032732
-1954.6205291208053,-1961.5982144922036,-1961.5982144914249,0.0,0.022164287308085617,0.13418910763754227,0.6865340351236254,0.9351344214768118,-0.011454947119246047,1.4329588570767424,-1.094134994063611,-0.3824540743982432,14.277895612618877,12.96227276330401,1.4038966884510728,-2.798936738565896,1.2034543401189497,0.9169539659678319,0.3012459026474501,-0.9615188142139133
-1909.237262807785,-1916.2169461826234,-1916.2169461826234,0.0,0.0223748530854055,0.12500900284609903,0.8582768721851138,0.9521999129119318,-0.00349790171758501,2.073860970256897,-0.9376922023056754,0.5590556395981391,14.010667052440159,13.162961244135325,1.2999666027168981,-2.335984507405482,0.05639466941798965,-0.3387688629850989,0.8400113307783492,-0.8951415347819582
-1905.854224216241,-1912.8025248273848,-1912.7701588660232,0.0,0.02390019985440155,0.11747747917988044,0.7522700002243228,1.0224348415781794,0.016699610875270936,1.3415395960119672,-0.8606344417450769,0.05656220864361805,13.227073900722145,13.12552447124932,1.2771356313785698,-2.890321546513629,1.0300516104023745,-0.6855197027415243,0.6728837641806547,-0.6468040067379024
-1853.0352829483747,-1860.0189623285385,-1860.0189623285385,0.0,0.0213691022177441,0.1194310496403114,0.888486113743266,0.9090522254827017,0.013211643749915208,2.3636490996082955,-0.9361293292871964,0.03419762465165721,13.343864041865116,13.26040962576465,1.2943540822879696,-2.403033607725445,0.6220110653961666,0.9557811693041076,0.43507384113327174,0.6116423009325107
-1828.258453454536,-1835.2441308373452,-1835.2441308373277,0.0,0.020712726281165397,0.12373065828322362,0.9220603980745372,0.9017738965207072,0.034408234467322656,1.4192507052569427,-0.7776275978742301,-0.4351422268755354,14.071451442507032,13.216837888365744,1.1834519422974128,-1.9112748820304462,0.2219857427087481,0.5362865021175065,0.7765542767933649,0.06581145884081585
-1814.2126687880677,-1821.200343379241,-1821.2003425833375,0.0,0.02376409601016361,0.1152153481391361,0.8867887610125335,0.9960836348919587,0.0336095965500478,2.7737179503248863,-1.1382993189258293,0.6077257367147942,13.423183845839988,13.14495769114879,1.4949340418172294,-2.9755183616924366,1.3872562109726148,-0.26878428724513515,-0.34315620054815255,-0.05697305033281119
-1775.4893147929567,-1782.4789881811084,-1782.4789881811084,0.0,0.022145336291265603,0.13759014060046415,0.9021221576263684,0.9754835425594207,0.00792428822181096,2.7794513913277754,-0.872171584191046,0.5839862949886044,13.463519149362488,12.954138433738775,1.3949940655334658,-2.8870776892830112,0.014851145818286948,-0.3271544872200727,-0.7421077968644325,0.9539830383922041
-1765.6195267300475,-1772.6111464085116,-1772.6110945954185,0.0,0.02082163713341843,0.12175369076897014,0.847526224309417,0.9647287066252295,-0.007199626320927546,2.1760691156984175,-0.7629898262814077,0.536296251863949,13.313189451090683,13.016805763474993,1.4838322739318832,-0.39867801894430865,0.7916875888743664,0.7589522157047532,-0.5420640854424896,0.22627318952071795
-1748.6781788928836,-1755.6718482424606,-1755.671848198468,0.0,0.02083996412967849,0.13503279101175797,0.8756834606762005,0.9614309557359867,-0.02562154682250472,1.9757441551279162,-0.7400294350242436,-0.35976020613885756,14.046531002972667,13.180846163481672,0.7950715105867043,-2.4666506024149677,1.2036307362805905,-0.5294118467673494,0.34036322446213263,-0.7277682791765532
-1687.2671601774084,-1694.262827573548,-1694.262827573548,0.0,0.023795748366933184,0.10337129924314618,0.7686123200906713,0.9904980640723402,-0.011477545466757489,2.7658679671892967,-1.2111817891923662,-0.3161989449396613,14.17442929977385,12.442800174484612,0.7118793232689331,-1.5756755008229926,0.5865319240183675,0.7395857279584499,0.6123750953144258,-0.8425496043997187
-1680.0710621340174,-1687.0679783089136,-1687.0672281491588,0.0,0.022120537138032168,0.10646700890448124,0.8412591459799063,0.9147738182443882,-0.037997543336915046,2.598339844658039,-1.0615396420097871,0.5339850892186156,13.32825957594588,12.903544558377403,1.1018254540268604,-1.6593218086953216,1.200769538741825,-0.016337713431733958,-0.9989087877590741,-0.6519362205526791
-1666.9236217105663,-1673.9232831615639,-1673.9232812042665,0.0,0.021078973949180093,0.11773540163461038,0.8889034866169744,0.919490012866646,-0.0361321391121224,2.3789988756699607,-0.9712235985992783,-0.15947814021992857,14.006671542730714,13.251922796453188,1.4105019961797869,-1.4429017196056297,1.261664841532173,0.2951436532921221,0.1239727046656971,-0.5204893038515146
-1649.9582148521122,-1656.9598762133835,-1656.959876170441,0.0,0.021624582526222125,0.12794507276521494,0.8633398117835223,0.9272012761841323,0.021704913263968853,2.3494625393203465,-0.924567343972515,-0.3663753502119342,13.205419200053653,13.121088259739535,1.0169661931229417,-2.180942566825571,1.2955901984957514,0.505641989366578,-0.23412342649225515,-0.599223401568211
-1640.2418928978857,-1647.2454920151458,-1647.2454316086769,0.0,0.024070449912305888,0.13102665463974789,0.8954511970140946,1.0083193860344164,0.016454876023791996,2.4697347186166985,-0.7738606560977628,0.532300769635872,14.363388343708053,12.758739262253847,1.4994463327701888,-0.030368980082605912,1.3552151873166047,-0.7266633936195359,-0.9934534683125698,0.46533092378406526
-1605.8780546837004,-1612.8837120931535,-1612.8837120931535,0.0,0.023014912737814985,0.1352130921373582,0.7674829995487656,0.9191183794732393,-0.03386923811876076,1.3263557883074752,-1.1207164837145411,-0.31112082929049223,14.030662004187876,12.821117967532171,1.3242551836134484,-2.437374192058014,0.30852713580705204,-0.8279100638775663,-0.9481134761697356,0.7549602869415031
-1581.1665052624237,-1588.1741606745209,-1588.1741606745022,0.0,0.022684124525083352,0.12712630019795731,0.8278378614007842,0.968993537847179,0.02973176318737495,2.239894003933717,-0.8226184323525293,0.5740693295707583,13.388762531091322,13.221562898425923,1.0440116613327513,-1.7912138276511569,0.7502059993721983,0.4421767505926246,0.990305208507553,0.5179749978564461
-1568.8802069137776,-1575.8898557140267,-1575.8898510902895,0.0,0.02273508743635817,0.13289989235715777,0.8560284182826873,0.9538564466467022,-0.02203211649198888,2.37934704957053,-0.8977391510346795,-0.09694068257639199,13.299819772931054,13.020688804006225,1.4705633977657147,-1.3077614698326943,0.7702580883098904,0.9837278398001892,0.5565232813169092,-0.668781831038818
-1555.8513113779936,-1562.8629605994865,-1562.862958399131,0.0,0.022643694829879945,0.1344533170285509,0.9225640394290756,0.9112991442412872,0.007097771831466107,1.9553209133911598,-1.1746763045271338,0.05568124538470909,13.878430046584116,13.228700268511682,1.1526133868561825,-0.7775989398487875,0.259298276808594,0.08388919543301787,-0.3119586394569325,-0.35235586905780125
-1525.2182147990736,-1532.2318642191774,-1532.2318642191774,0.0,0.02298933293820287,0.13490857771189085,0.9362198292056206,1.014329945084745,-0.004851414158548291,1.505719489797684,-0.918677608165535,0.4924025125782031,13.386226118436575,13.178900412266417,1.458436392567576,-0.1307477321780124,0.04520308933466627,-0.46902991853130227,-0.08289254113751143,0.2979950032054455
-1519.1151063678606,-1526.128520379803,-1526.1262874940935,0.0,0.024167082108916854,0.11338413895864038,0.8437657186024137,1.0160188159470234,0.001651739767785626,2.1513881921811824,-0.75877206964114,-0.1724085699635427,13.570266588066104,13.122226827627886,1.3562377851773537,-1.890729803527813,1.4419089130814733,-0.9790348122904271,-0.2791825322831498,-0.9107434454923626
-1512.9394163656566,-1519.9549845793326,-1519.9528982441716,0.0,0.02178702496219299,0.13642093604693073,0.7922488187683342,0.9732336795389495,-0.014552125705450659,1.8872503192548327,-0.8126601152353765,-0.40846476538774873,13.558913240680992,13.27519002530629,0.7200392538937281,-2.083926998776952,0.8905961201106289,0.5777547917265271,-0.03436544007102582,-0.4745750130748876
-1507.3016937906289,-1514.317782574941,-1514.3142186689654,0.0,0.022409379725965524,0.12884718157965247,0.8547156112962704,1.0145659746581714,0.028295749340078814,1.5946988500459223,-0.7855968645191619,-0.11447315462100616,14.35822247422345,13.196634863353948,1.3310712712079944,-2.461178618177615,0.9262093927154165,0.65043830772106,-0.19953647309188605,-0.038371049770669075
-1506.8440770385766,-1513.375428294854,-1513.045333037442,0.0,0.021538143958790383,0.13033513684798473,0.6876900757710889,0.9528905886078983,-0.012058376243752892,1.1988405511641542,-0.8422669489572391,0.2429266209087677,13.677408290567584,13.108945389616224,1.4040935563795929,-2.5176361204644424,1.4434677872252197,-0.16243930789749705,-0.27831451246476524,0.359605851974129
-1451.2657249024417,-1458.2893643358589,-1458.2893643358589,0.0,0.022400375477330422,0.11121093162264933,0.7771248651761209,0.9785442747084715,-0.027354636494558,2.779104326765238,-0.7448173924714361,0.4681234432894218,13.631224172709777,12.693151130333773,1.161964166112901,-1.148511429932815,0.2514425435210643,-0.41039939128595626,-0.10140931071434234,-0.6577139237204201
-1450.8772522171816,-1457.3852323723806,-1457.045271090501,0.0,0.02143530007161557,0.13507059653023207,0.9279424345757953,0.9248433731457615,0.034045028450722235,2.7175170507426456,-1.005609317323285,-0.38302904629442985,13.476092344293614,13.001098568715598,1.2791395095430533,-1.4508018715018705,1.1600630123682754,-0.7931523791701196,-0.43921931684215876,-0.7421315064513336
-1433.7272773321326,-1440.7549127352413,-1440.7549126510655,0.0,0.021542601476925775,0.1349607265013162,0.7777951175204771,0.9089558473447438,-0.03107301800749281,2.024714789371302,-1.1220025426998632,0.18396841676096243,14.040571507669394,13.292556190994452,1.1071635818411953,-1.6679330829742556,0.910409886549211,0.23849080404938827,0.49759728594890285,-0.4255198038236452
-1419.4614167113084,-1426.4910495153088,-1426.4910488766295,0.0,0.021674737595643402,0.13914736639790004,0.7599897508253407,0.9601280105628518,0.019994216483466366,2.2495749849509266,-1.0025252384560916,0.23382010095897354,14.187345158153345,13.23565952559276,0.9941230496716992,-2.262409493258845,1.1640466426913627,-0.02054440319772821,-0.12983264647411574,-0.9146151816038866
-1389.9220786723502,-1396.9537101164178,-1396.9537101164176,0.0,0.02179112974030345,0.12400132127385072,0.9366259142693714,0.9740042112285242,-0.03506993790483364,1.5496645504220021,-0.7661570849356913,0.10318370341888405,13.737867543002416,13.049485429606616,1.0261059209965748,-1.912583890178388,1.1837652040623337,-0.8155869001960392,0.6197673049545096,0.1808648563048576
-1386.6817221802496,-1393.6769486173166,-1393.639893407285,0.0,0.023493061632742257,0.12662286197331857,0.7230046885098933,0.9098263598663099,-0.02607344199191545,2.0014825240376917,-0.9648507185728288,0.35823417776802235,13.639770159747195,13.207997071883423,1.40417307838287,-0.6739312170202099,0.9644341150373412,0.36897507625813986,-0.7587651700857585,-0.9345057746899772
-1354.2776946840404,-1361.3133221334335,-1361.3133221334335,0.0,0.02146332187426538,0.12481934788000605,0.7020063105053878,1.019876492550738,-0.02819295011606967,1.588280313623334,-0.8753024943445411,0.41217798567215536,13.201378783119427,13.269913707013073,1.2550488805572306,-2.0524588262990613,0.02868065092674471,0.4948827937550637,0.7767792617590974,0.077296536871859
-1316.4958926648333,-1323.5335181168891,-1323.5335181168891,0.0,0.022840622870858182,0.1382733742329079,0.877542614248401,0.9792574196318646,0.011225631099470487,1.5372127179045338,-0.7893450712162056,0.3086358717603319,13.972925315955889,12.767145639053892,1.223160871691097,-1.7049329288838089,0.08392640311577815,-0.03508142956216265,0.7661726512790077,0.8343998284398952
-1299.9188253989075,-1306.9584487904328,-1306.9584487271131,0.0,0.021499952653971463,0.11256479289953569,0.8068630786594602,0.915942330534651,0.02522173091332152,1.4313025370430112,-1.1636989846983194,0.47011423474664504,13.774584358128672,13.256738154874332,1.2868288264747112,-1.4549147980423256,1.0130329869435328,0.044644976944754555,-0.8213034912925672,0.34974874220649577
-1299.1280385304078,-1305.7956939268731,-1305.5236659091722,0.0,0.024091888926194013,0.13378449725381067,0.8770274085112939,0.9110773559930938,0.023207084463478432,1.4447138923331884,-0.7957908850619427,-0.3133838293020102,13.573724654158323,13.154414190553952,0.94260377399709,-1.0690530888132082,1.3541288106148754,0.7046676149249427,0.6394127561731884,0.49526841167187907
-1281.4773792033973,-1288.5209986418429,-1288.5209986005539,0.0,0.022656834724273853,0.1346966005248501,0.7695115520946788,0.9096507629459512,0.021558125718388103,1.314673227216149,-0.8363843262721629,0.45044635652257503,13.745087933814311,13.09207319446239,0.8224072430939309,-1.3315827213111873,1.1562986609753758,0.7191543135978509,0.45057327403068803,-0.4415651584423519
-1234.027382738488,-1241.0730002011946,-1241.0730002011946,0.0,0.02126417685295501,0.12200692594159258,0.9241728060867478,0.9180338570574841,-0.036971275196694894,2.0184932362824917,-0.8918473700539223,0.29509290846713054,13.945556004813378,13.09363499487507,1.0352189306718351,-0.9738219467255673,0.24684489429903378,-0.20373228386666553,0.31282501794808715,-0.3551106477570667
-1231.8379914389905,-1238.779460293933,-1238.683324435364,0.0,0.021541335886035788,0.13954030228256803,0.8844584805119553,0.9754482973719365,-0.007679630481622155,1.4637642898501244,-1.0066176914303826,-0.060571468346354296,13.534813960075654,13.17405444615545,0.8445858342355013,-2.3018657133855025,0.5765854450330548,0.7737536043701723,0.14005165522425145,0.971603122475569
-1180.254765834399,-1187.3043793024308,-1187.3043793024308,0.0,0.022480961368969623,0.12026230832312512,0.8705841810770809,0.9237659196393396,0.020547687649605635,2.38216431294315,-0.7922125280020011,0.2379353931847319,14.19910701362034,13.125528315407351,1.3912782900509648,-1.6428827308603884,0.5834582995896556,-0.15926686550252955,0.7204382848983077,-0.48383108232613226
-1173.7721657709742,-1180.822248582809,-1180.8207192068626,0.0,0.022017944155159133,0.1298902028033763,0.8696127787246724,0.9726093735598462,-0.030630685121983272,1.333558469508758,-0.7358844526321394,0.49979994922524507,14.145073657733768,13.004817415269326,0.9570300745000204,-2.8416972007612378,1.2415975961682908,-0.1517430465496834,0.16849443585741186,0.17884552912918994
-1149.6750572392498,-1156.7286667125727,-1156.7286667125384,0.0,0.02394873315768381,0.13262605609211722,0.7977672322018804,0.9348492643353941,-0.010822835382685619,2.4836267955189353,-0.7589473979593828,-0.014962761770658695,14.025437574519325,13.153147630075908,1.3361853344275425,-1.067914866304481,0.3426444301624589,-0.1432566323507436,0.5540713895327865,-0.7345207903741904
-1121.8643120342708,-1128.91991951029,-1128.919919510289,0.0,0.02173365475369904,0.11645395379674013,0.899205656858075,0.9451055818351884,-0.033502643084934475,1.236504926398614,-0.8643831753263695,0.4670710994578803,13.352817720835441,12.967973555881933,0.9220031350627049,-1.7870402731950668,0.28302369350143713,-0.37892154325293337,0.8999715401598682,-0.09599586019270756
-1107.9028820832193,-1114.960486697675,-1114.9604858317202,0.0,0.023589052202123113,0.11295142923019331,0.922110872349027,0.9960857795507116,-0.010660794788271404,2.886946354900801,-0.9051674192039125,0.29262906700157965,13.935669793037686,13.03679227711833,0.9959496965432806,-1.429570368994635,0.1698719095853854,-0.6399930267398877,0.8396917226874256,0.44466711433509754
-1066.959671246129,-1074.019274727474,-1074.019274727474,0.0,0.02240173895589213,0.13534565198830592,0.911178577284364,0.9855925240982872,0.007891211511555196,1.2946305332769885,-1.0442921038143909,0.1545267417745596,14.196550635734223,12.973860302545367,1.3117214295614017,-2.0782184636922754,0.7139798511095397,-0.18895000427352526,-0.641877480521186,0.15383000404517166
-1039.4396855914533,-1046.5012870754601,-1046.501287075459,0.0,0.023314012240800895,0.12513925721316405,0.8733149440324954,0.9391237397588965,0.00886254366159863,2.1300418822577223,-0.8584333889211507,0.30834607804271286,14.291477405636854,13.200585641254088,1.122774232092831,-1.2822891716542544,1.3601166913374416,0.6642009026825224,-0.1910424670874058,0.48954829778492304
